"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1408","a_psu[1391]",-0.03807676590965,-0.026195,0.988014617592255,1.0328799768,-1.6168655,1.5577515,1.00372944259035,3571.53345909257,1306.67851491011
"1409","a_psu[1392]",-0.0945862959605,-0.10834,0.99430799017546,0.9875509644,-1.683472,1.540155,1.0025510349738,2752.65888959713,1379.86158500616
"1410","a_psu[1393]",0.0032339731335,-0.01726595,0.994797357138875,1.0237479021,-1.6087,1.635866,1.00066312407144,3066.51446872275,1494.61137162063
"1411","a_psu[1394]",-0.0365052605705,-0.05055785,1.00310374799505,1.0120902183,-1.676048,1.592792,1.0019335048764,2569.56046924877,1351.49996262827
"1412","a_psu[1395]",0.00163231966735,0.002861925,0.977064414945878,0.968263190895,-1.6138415,1.5762785,1.00235480317403,3090.20572359044,1360.86095055654
"1413","a_psu[1396]",-0.0581805985,-0.05371735,1.00909724273071,1.01959684449,-1.6825455,1.568405,1.00206725345907,3646.91113847597,1367.72650721974
"1414","a_psu[1397]",-0.075585373897,-0.06885975,1.00480196507903,0.9885961974,-1.7400145,1.572743,1.00403625649932,3554.20248354207,1518.35574883148
"1415","a_psu[1398]",0.167680533311,0.1677875,1.01123807359809,1.0144875825,-1.488321,1.8444915,1.00657007516634,3439.50795991999,1498.87491073788
"1416","a_psu[1399]",-0.083353826428,-0.08126915,0.990004815067936,1.0271682603,-1.7106155,1.531105,0.999594026306447,3509.36336586983,1443.07806028605
"1417","a_psu[1400]",-0.012011369205,-0.0128963,0.981797745815443,0.9864946119,-1.646581,1.632539,0.99973963800149,3680.55907412196,1330.39388181661
"1418","a_psu[1401]",0.0312221133,0.0326431,1.03405707697845,1.0553183865,-1.6793065,1.7027555,1.00007273431768,3268.36485682303,1336.29520887403
"1419","a_psu[1402]",-0.017943052765,0.00354885,0.995831013842719,0.96356790789,-1.6516175,1.578355,1.00536173652378,3524.01702948702,1671.66413845682
"1420","a_psu[1403]",-0.080639464428,-0.0546214,0.989673018830746,0.94626070266,-1.722521,1.5280985,1.00099658532045,3638.46261127309,1303.17607273484
"1421","a_psu[1404]",0.021111177934,0.0092184,0.979167652086398,0.95391833166,-1.601731,1.6580475,1.00831165912037,2869.88866797366,1293.25881081578
"1422","a_psu[1405]",0.06727243516105,0.0687434,0.960942395504268,1.00215071964,-1.491109,1.6132455,1.00780685222309,3221.1968052008,1197.94072035211
"1423","a_psu[1406]",-0.0150684692425,0.003925225,0.963166748163413,0.945958511715,-1.603247,1.5931475,0.999468940396466,2553.55311874989,1392.15691438837
"1424","a_psu[1407]",-0.0732534476111,-0.06778435,1.00105513394945,1.0018706565,-1.742614,1.5651995,1.00911217977181,5313.83836171782,1397.05116623999
"1425","a_psu[1408]",-0.03827264737,-0.0402612,0.998588627871959,0.9821965545,-1.6549145,1.60534,0.999671087630497,3044.64320081914,1063.08146740424
"1426","a_psu[1409]",-0.01974718190585,-0.00499142,0.998331549802508,0.945019736808,-1.7008485,1.619021,1.00299459011932,3498.45743951839,1496.42984925474
"1427","a_psu[1410]",0.088524957377,0.1065505,0.958090766685542,0.9496898082,-1.4893405,1.6672405,1.00051491923958,3493.35328163224,1485.31525342203
"1428","a_psu[1411]",-0.090499582417,-0.0634904,0.984623188974328,0.95996333664,-1.708295,1.520417,1.00219572984761,3107.44062738107,1217.85354150693
"1429","a_psu[1412]",-0.0160786655285,-0.01666495,0.995362288341603,0.9797524884,-1.642323,1.6044325,1.00422973500295,6060.61905272637,1448.5800602685
"1430","a_psu[1413]",-0.01716053602,-0.02070195,0.983425865283573,0.93653180733,-1.66562,1.61726,1.00080227057686,3439.18424730991,1459.96013141381
"1431","a_psu[1414]",-0.001465744942,0.005880545,1.01483069199353,1.0332713832,-1.672119,1.6688235,1.00726402352315,2998.37281913353,1265.80451976938
"1432","a_psu[1415]",-0.04316644294,-0.05794565,1.00778714912781,1.0219198563,-1.666356,1.6353485,1.00182215213572,4129.92118449495,1441.07161103083
"1433","a_psu[1416]",0.077641582115,0.0344249,1.02132879529182,1.0315552737,-1.5598385,1.763427,1.00277682479302,2790.78241128643,1403.88178697973
"1434","a_psu[1417]",-0.0582173300775,-0.07076575,0.980920779076553,0.99494209605,-1.616816,1.5253835,1.00587633015137,4307.30842034307,1544.03893293328
"1435","a_psu[1418]",-0.040451237686,-0.04544455,0.948662703350513,0.9406844958,-1.5810925,1.5417065,1.00765063433675,3684.75028952852,1234.74013114733
"1436","a_psu[1419]",0.0791622342035,0.08612285,0.984562000932003,0.97477591911,-1.531284,1.683584,1.00024197375978,4967.6019742788,1576.50495597466
"1437","a_psu[1420]",-0.102718847058,-0.08621245,1.06462024009607,1.03895278053,-1.8146515,1.6272625,1.00450381901287,4147.21143355272,1079.69625182922
"1438","a_psu[1421]",-0.0333218432475,-0.04058905,1.02262346057783,1.05027465543,-1.7327765,1.6487295,1.00098748086338,4763.22998543927,1333.61078022442
"1439","a_psu[1422]",-0.0480050301065,-0.043876,0.94922133469766,0.9609234684,-1.5765655,1.5232175,1.00376227016423,2779.10737431618,1323.18956880021
"1440","a_psu[1423]",-0.0879140986,-0.0655746,1.01907302542934,1.02526549146,-1.7871335,1.5571365,1.00368915386102,4509.82748405181,1444.40303801256
"1441","a_psu[1424]",-0.006706241438,-0.0155633,1.01031244436632,1.01837614578,-1.711329,1.624854,0.998647081933643,3416.55339644004,1425.55682067106
"1442","a_psu[1425]",-0.1024176175215,-0.09051015,0.998705630485906,1.03001537121,-1.720102,1.5368045,1.00422240285268,3305.12015230261,1180.31830649664
"1443","a_psu[1426]",-0.041271056273,-0.0365314,0.951814833587309,0.98383319664,-1.6318735,1.4812295,1.00517901189773,3779.39602639778,1694.84545382568
"1444","a_psu[1427]",-0.1002483413357,-0.0784423,0.994437541938655,1.0232571615,-1.7124785,1.525012,1.00506992280297,2658.14409026334,1300.18806334589
"1445","a_psu[1428]",-0.06622822774,-0.06026745,1.0264769274224,0.97828167507,-1.7019785,1.614316,1.00092727873593,2109.69453879531,1318.84063258868
"1446","a_psu[1429]",-0.045239339385,-0.03722825,1.0348845109276,1.02510114525,-1.7588205,1.672822,1.00216540771051,2416.83571021066,1379.47016463276
"1447","a_psu[1430]",-0.0280842712585,-0.0328036,0.972552588201661,0.9391047855,-1.607723,1.606541,1.0007541838079,3531.28479955392,1409.94155139172
"1448","a_psu[1431]",-0.0673297352788,-0.0532402,0.965310063158676,0.96506096022,-1.6932765,1.501378,0.999639102635432,4028.76207752682,1307.45247520684
"1449","a_psu[1432]",-0.030188264815,-0.0406007,0.998583069759387,0.9568092534,-1.6852705,1.6721765,1.00043830625197,2425.35605017879,1238.70375389753
"1450","a_psu[1433]",0.059835827565,0.07436015,0.991612848605203,0.99844236639,-1.569224,1.6963285,1.00349559948372,2850.61740967423,1450.99498286039
"1451","a_psu[1434]",-0.0624303209285,-0.0498721,1.01699943674478,1.03587542184,-1.7495005,1.5434325,1.00114839890991,2403.68454543666,1308.99485474187
"1452","a_psu[1435]",-0.0779602794325,-0.0718646,0.981368361951555,0.9517810155,-1.765709,1.5241545,1.00534213857234,4408.97570045455,1292.70698943882
"1453","a_psu[1436]",-0.132541082320975,-0.139311,0.994940059335655,1.020873882,-1.8002255,1.476412,1.00152210261141,3061.50975062281,1393.00283783962
"1454","a_psu[1437]",-0.033286805384,-0.05099675,0.974144267732554,0.97743852045,-1.6126805,1.564561,1.00000546944698,4003.72560986037,1351.25481668369
"1455","a_psu[1438]",0.0693750848985,0.06243655,0.987962351146016,1.0282735386,-1.533797,1.673737,0.998986492555657,3890.52525037515,1515.37756592308
"1456","a_psu[1439]",-0.072547446585,-0.0669228,0.999740616008609,0.97799442132,-1.738799,1.5263575,1.00320755711564,2554.50834131178,1399.07591671371
"1457","a_psu[1440]",-0.0373482672485,-0.0591815,1.03558606606082,1.09363989,-1.744661,1.6237655,1.00418698442067,5303.66584640646,1340.34424133784
"1458","a_psu[1441]",0.07701456774405,0.06974975,0.986459373683737,0.95936710905,-1.577503,1.7659195,1.00100734584034,3699.82659394646,1472.53056292018
"1459","a_psu[1442]",0.1881953711375,0.1866895,1.00754537868189,0.9916829706,-1.403039,1.8852385,0.999806130284409,4091.18901103544,1358.41437932678
"1460","a_psu[1443]",0.077124955991,0.0977002,0.992518556947888,0.9870024024,-1.554531,1.637514,1.00136208726053,2385.61800938391,1378.60825846956
"1461","a_psu[1444]",0.002488397794,0.000708809,0.993513279488131,1.0163197929234,-1.5715995,1.6510225,0.999649917470506,3742.03842356805,1595.34176289253
"1462","a_psu[1445]",0.225887417336,0.2228855,0.994377343540745,0.9711052239,-1.462257,1.847524,1.00524325961157,3560.94544308775,1302.62232942003
"1463","a_psu[1446]",0.019752733005,0.0168444,1.02449938585161,1.0605452928,-1.611149,1.6915475,0.999638129095198,2865.63935886527,1475.88619396139
"1464","a_psu[1447]",-0.0201902437352,-0.0166043,0.982193537500092,1.0044296241,-1.6595325,1.6065385,1.00039634400861,1985.59937305836,1317.26159132579
"1465","a_psu[1448]",0.0147763011145,0.01384205,0.998770625366281,0.9922130001,-1.582097,1.6714485,1.00311098531535,3909.819195183,1238.77451100787
"1466","a_psu[1449]",-0.100458198685,-0.07310115,1.03169075051969,1.0455821523,-1.8220075,1.520174,1.01025626480913,4252.24420165559,1274.80065753776
"1467","a_psu[1450]",0.2301681452425,0.249231,0.946370461150764,0.9556995273,-1.37687,1.744692,1.00112061779192,2315.51884513381,1400.69098314147
"1468","a_psu[1451]",-0.029426692865,0.006981165,0.968909518030418,0.9764203449,-1.6710895,1.5576115,1.00112962027722,2715.59804284999,1479.45492140202
"1469","a_psu[1452]",-0.0503673910698,-0.0615938,1.02224386806272,1.0155157656,-1.748944,1.646821,1.00159521422886,3643.25005038638,1352.91044432879
"1470","a_psu[1453]",-0.0599469541395,-0.06484835,1.01067120972212,0.98919049761,-1.7017135,1.62383,1.00204414298175,4328.28503187888,1361.05132364474
"1471","a_psu[1454]",0.03472107785,0.02447615,1.0209693785373,1.03642094451,-1.6301595,1.7546425,1.00424608725429,4359.37982702543,1347.21674087391
"1472","a_psu[1455]",0.0883882348,0.0806907,0.971548215442009,0.9881358501,-1.48486,1.6513795,1.00384220377806,4718.56560549195,1701.02863895041
"1473","a_psu[1456]",0.0452826147535,0.0490862,0.994737978280387,1.07675411382,-1.5611455,1.6502055,1.00165983222976,3130.40019324953,1419.57582521744
"1474","a_psu[1457]",0.096823947156,0.0862755,1.02192627634695,0.9973072137,-1.566123,1.776826,1.00044972328762,2970.84854391808,1331.03236570127
"1475","a_psu[1458]",0.0408961109935,0.03759005,0.966638777413403,0.97341963663,-1.518647,1.6422675,1.00367626259258,2776.6379072277,1503.00674818445
"1476","a_psu[1459]",0.006944336565,0.000839323,0.981615337184328,0.9684503661798,-1.614945,1.62242,0.999418006105649,4105.66643391162,1444.36451710178
"1477","a_psu[1460]",0.2215387364235,0.2179235,0.964731094097535,0.999435486,-1.3659135,1.7857375,1.00298249666217,3424.41721610118,1603.82170791707
"1478","a_psu[1461]",0.0933817562175,0.08462035,1.05101813579652,1.0542724122,-1.5934455,1.845169,1.0017428551123,5005.51418565826,1404.87485852599
"1479","a_psu[1462]",-0.05576597568952,-0.04149245,0.992785501091806,0.9580813242,-1.723842,1.564105,1.0012667061806,3667.18185300102,1495.66181272809
"1480","a_psu[1463]",-0.1111457619256,-0.1205685,1.04775330097725,1.0410453963,-1.8353005,1.626683,1.00254058865501,3104.91107255822,1242.02922893333
"1481","a_psu[1464]",0.08696755463755,0.06440325,1.03349729432406,1.09429112205,-1.5985015,1.757032,1.00216998673105,3217.64744397317,1425.23458172782
"1482","a_psu[1465]",-0.061739990997,-0.0612769,0.98069771831599,1.02220318116,-1.6851355,1.5226745,1.00387442618176,2378.55257544398,1398.75280564301
"1483","a_psu[1466]",0.11259522465,0.102602,1.00052926133955,1.0437348327,-1.5052345,1.735496,1.00655632075897,3344.98763702436,1427.99537948807
"1484","a_psu[1467]",-0.049037153366,-0.0411982,1.05292334600007,1.08524733618,-1.7783555,1.7366385,1.00112953485267,3543.27572005106,1216.37879133311
"1485","a_psu[1468]",-0.1131572885855,-0.1009785,0.991088293187568,1.0219205976,-1.7459455,1.5124025,1.00466042596303,2229.02902917218,1361.70784084053
"1486","a_psu[1469]",-0.055706317684,-0.05913815,0.995014685538357,0.9619842687,-1.7278325,1.5994335,1.00544448183569,2810.69040124201,1094.56041674869
"1487","a_psu[1470]",-0.0907783462879,-0.0700235,1.02408465368023,0.9854226921,-1.77345,1.5903165,1.00186263050356,3910.76448128398,1286.10657989778
"1488","a_psu[1471]",-0.037658613925,-0.0434085,1.03021932202968,0.9922389456,-1.730085,1.675574,1.00175665674603,3591.97419289883,1152.98846342598
"1489","a_psu[1472]",-0.048365687525,-0.01844315,0.998883011797403,1.04087838141,-1.6693,1.56647,1.00290983871016,3206.98458105022,1176.99903702736
"1490","a_psu[1473]",-0.077574784095,-0.113809,0.953787748606395,0.9583956354,-1.6082075,1.538126,1.00116493208781,3003.25922043868,1390.35492911382
"1491","a_psu[1474]",-0.0444057669575,-0.05375145,0.984116565692851,1.00025825487,-1.6351445,1.577158,1.00216178776562,3432.84637038671,1412.5657620803
"1492","a_psu[1475]",-0.0595197988035,-0.04408395,0.979248024266454,0.9854056422,-1.6871775,1.5142555,1.00008547478519,4617.40509574896,1435.22432014428
"1493","a_psu[1476]",0.08553548885,0.07784925,0.94685768793718,0.9473510067,-1.431573,1.637257,1.00580782059387,2336.96054364816,1372.36231166676
"1494","a_psu[1477]",0.040012278775,0.0515082,0.999953821135526,0.9893412039,-1.594969,1.6959225,1.00659245128922,3101.15340242596,1186.37890002129
"1495","a_psu[1478]",0.1194834054075,0.116979,0.990001185161751,0.9983050035,-1.5251575,1.7180225,1.01100520034627,3450.06899132627,1217.92508272865
"1496","a_psu[1479]",0.312166065526,0.316402,0.973613375190676,0.9633586389,-1.3364405,1.853106,1.00213732771947,3381.03013533038,1228.2031522322
"1497","a_psu[1480]",0.0296482530822,0.04072815,0.962951918035242,0.9416607879,-1.534473,1.591343,1.00278015194072,3686.00380184622,1562.82521850004
"1498","a_psu[1481]",0.1625216765505,0.154872,0.975843987809792,1.0175365494,-1.4488315,1.750248,1.00091559183513,4476.83391018387,1488.61939428449
"1499","a_psu[1482]",-0.1319628488655,-0.1231895,0.952369919902885,0.9540998019,-1.6969185,1.3622195,1.00459962409587,4076.54824666688,1501.21533530604
"1500","a_psu[1483]",0.0370676505225,0.06088995,1.04852153394674,1.06176406413,-1.681061,1.7144835,1.00089703621432,2726.23490981362,1417.70443761321
"1501","a_psu[1484]",0.092952899294,0.1017015,0.982085388373586,0.9967630995,-1.4936025,1.6718265,1.00107273974925,4322.33628809742,1385.13333172463
"1502","a_psu[1485]",-0.0654253165125,-0.0667448,0.985754658634077,0.951673527,-1.725515,1.611834,1.00301758490253,3799.08445138313,1322.48922632649
"1503","a_psu[1486]",-0.04469235740655,-0.0247708,0.998885769778327,0.9639153552,-1.6909485,1.6181695,1.01066413967933,3705.36268099185,1200.68461874362
"1504","a_psu[1487]",-0.0647864571,-0.04171325,1.01448015955012,1.0106899026,-1.737148,1.587621,1.00641145244834,3423.26855628113,1305.28418157428
"1505","a_psu[1488]",-0.0750237710625,-0.07129005,0.988044363397685,0.9990900402,-1.62689,1.532523,1.00463922916318,4328.85768337355,1361.33059739115
"1506","a_psu[1489]",-0.0235701500825,0.0006444075,0.989529642549403,0.9705446639595,-1.700083,1.5499885,1.0037968585524,4052.01493778682,1352.54121421644
"1507","a_psu[1490]",-0.01702211177955,-0.0133427,1.01972770635543,1.00235665278,-1.736864,1.6841715,1.0090238635099,3698.03305634128,1463.40439700343
"1508","a_psu[1491]",-0.073188386093,-0.0781253,1.01693140178271,1.0809718143,-1.709875,1.5412655,1.00076645835948,3667.44931053034,1330.50150034754
"1509","a_psu[1492]",0.30326190196385,0.312469,0.980456676813665,0.9801112776,-1.3104135,1.9050995,1.00584821015259,3481.46192202312,1589.9688346336
"1510","a_psu[1493]",-0.029908349665,-0.0300173,0.993412151966646,1.0114304613,-1.611006,1.5414175,1.00718157027996,3008.03012713219,1377.53927880092
"1511","a_psu[1494]",-0.0377204016525,-0.0244483,1.01508344492093,1.009213233,-1.7086245,1.6441915,1.00458439704821,5207.84248336259,1244.9260309305
"1512","a_psu[1495]",-0.05816006449159,-0.0414435,1.01119028477042,1.0254795789,-1.737562,1.5969705,1.00449637823274,2435.87881243762,1573.17401265175
"1513","a_psu[1496]",-0.1095701166905,-0.0785451,1.02665174623782,1.0495785006,-1.828725,1.5345425,1.00170949212401,3974.54997549959,1381.89945351545
"1514","a_psu[1497]",0.028762477619,0.0259903,0.986383452395563,0.9668672118,-1.570072,1.6914085,1.00282117330399,4099.73627730396,1494.81791940165
"1515","a_psu[1498]",-0.1139219923915,-0.107238,1.00198677481186,0.9609316227,-1.7252935,1.532849,1.00246396865558,3183.7205784285,1268.24293013608
"1516","a_psu[1499]",0.0148670031805,-0.01624655,0.984121408531937,0.97920607617,-1.593244,1.6577135,0.999907746357728,1961.12663871118,1123.15324274812
"1517","a_psu[1500]",-0.056366657389,-0.0610612,0.984709643611427,0.98755363308,-1.6550475,1.560854,1.00620471005918,3745.65878305322,1495.3820506932
"1518","a_psu[1501]",-0.062850645799,-0.0526469,1.00418859031557,1.00175960976,-1.798414,1.5603105,1.00060664976553,2959.99155500542,1287.16981776294
"1519","a_psu[1502]",-0.0714599614105,-0.08386645,0.987145223213591,0.99691869837,-1.682787,1.5387725,1.00117481076667,3141.70458097463,1428.64616058768
"1520","a_psu[1503]",0.027035230207,-0.00347311,1.03102865367541,1.011332772786,-1.646066,1.6654555,1.00020996727521,2308.01120168687,1329.54873864413
"1521","a_psu[1504]",-0.071042103175,-0.07368245,0.969424092671581,1.0116884337,-1.6167945,1.5223475,1.00049481449509,4374.47620042594,1259.02951984744
"1522","a_psu[1505]",-0.1063380563242,-0.10672,1.00055270262865,0.998123385,-1.749149,1.5748235,1.00143266989694,3040.52378671142,1519.79170696711
"1523","a_psu[1506]",-0.0709232142875,-0.09992615,0.966525689913843,0.9593815644,-1.6726925,1.519745,1.00199627399398,2285.59552172116,1394.56082488845
"1524","a_psu[1507]",0.078768809360035,0.0798963,1.00228368443156,1.00158703512,-1.597511,1.728397,1.00110169878804,3052.36946794764,1407.46714412163
"1525","a_psu[1508]",-0.033015984242,-0.0524558,1.00578092643369,1.0323373452,-1.6547005,1.6149905,1.00112771352568,4435.76132823665,1377.75028923332
"1526","a_psu[1509]",0.0258463395955,0.01659385,0.951869523418771,0.9582140169,-1.5607605,1.599687,1.00104839499315,4884.86427658607,1364.15072287946
"1527","a_psu[1510]",-0.055750241706,-0.0697063,1.01713123852165,0.99498590688,-1.734658,1.5889935,1.00675380127132,3318.47054617949,1272.82625849866
"1528","a_psu[1511]",0.05260147421341,0.0288787,0.994954711170809,1.0015682061,-1.566516,1.6632285,1.00528805692919,4393.09570074266,1309.45989094376
"1529","a_psu[1512]",-0.0796390791855,-0.06207375,1.01922143242436,1.01330780355,-1.806635,1.657837,0.999133962040147,3256.65262335376,1452.39985868896
"1530","a_psu[1513]",-0.0697521011895,-0.05217245,1.01926100533219,1.0372810749,-1.7804135,1.6599405,1.00062354829762,3532.01476295765,1416.93770365267
"1531","a_psu[1514]",0.00714578640915,0.010585055,0.981203986335366,0.9110888346,-1.6331065,1.605996,1.00474071755042,2950.20569992886,1514.40382596829
"1532","a_psu[1515]",-0.07773267171515,-0.103365,0.974507810772212,1.0169264595,-1.630048,1.6033175,1.00937335602226,3693.49594727038,1520.66940105574
"1533","a_psu[1516]",-0.08600712231095,-0.0785856,0.971972199909641,0.98045731644,-1.727515,1.5324015,0.999147540158253,3049.92719095757,1479.53559441401
"1534","a_psu[1517]",-0.044754904996025,-0.02971935,1.00310128837678,0.9841254171,-1.656496,1.5836565,1.0063917073813,3834.81151512998,1338.92750231853
"1535","a_psu[1518]",-0.034917271413,-0.0278528,0.958086316080012,0.9659606019,-1.60344,1.4978665,1.00167640364293,3679.41284771656,1303.41817052636
"1536","a_psu[1519]",-0.108948265475,-0.0939721,0.981612791854345,0.9749273667,-1.7122135,1.4662825,1.00222449091117,3832.76823917302,1529.20167410309
"1537","a_psu[1520]",-0.065813814125,-0.05140865,0.979861866641565,1.00027070871,-1.687591,1.510922,1.00154636209621,3246.72091580928,1539.42888675001
"1538","a_psu[1521]",-0.08912890019,-0.0700752,1.02963355254805,0.99947225448,-1.791937,1.562007,1.00237666622305,3212.66960338926,1207.005378566
"1539","a_psu[1522]",0.0848561173105,0.0873984,0.948399104969663,0.9632882154,-1.390129,1.5712225,1.00029160502236,3023.70546941563,1691.87399052022
"1540","a_psu[1523]",0.116240116128,0.115936,1.00407061219214,1.022942109,-1.552043,1.7257625,1.00302598352622,5123.95955963042,1345.28555490387
"1541","a_psu[1524]",-0.07472775084435,-0.07991975,0.989397288856986,0.9856354452,-1.701936,1.6020215,1.00155103115818,4798.03553278298,1501.26448124357
"1542","a_psu[1525]",-0.015723137865,-0.04623745,1.00390542455204,0.98432786613,-1.688609,1.6499105,1.00272975192173,3411.26079824693,1276.56324558738
"1543","a_psu[1526]",0.046719914225,0.05369745,1.01422769198744,1.0098603879,-1.631309,1.723592,1.00203130967919,3189.48064696199,1295.4895761574
"1544","a_psu[1527]",-0.08750257636,-0.09044225,0.951571467828205,0.9302380962,-1.681927,1.4035605,1.00248630212117,3234.66074354998,1501.96833376962
"1545","a_psu[1528]",0.115471092402,0.139814,0.947877377114949,0.9617678091,-1.4190245,1.639706,1.00522810623387,3261.82083916782,1290.79482835669
"1546","a_psu[1529]",0.094684737279,0.0791973,0.992190620150555,0.9950069598,-1.5383945,1.700299,1.00170187444866,3471.88752848708,1409.11194497381
"1547","a_psu[1530]",-0.049259276151,-0.0253107,1.00603586427475,1.0015548627,-1.753074,1.59852,1.00359885168494,4137.33538069961,1543.82975640889
"1548","a_psu[1531]",-0.027597917546,-0.0347716,0.979470675778397,0.9836213331,-1.6239405,1.610279,1.0013206174948,5104.99124628223,1445.0637448201
"1549","a_psu[1532]",-0.4004502436365,-0.3704395,1.03405629080988,1.0519128543,-2.0967865,1.3233095,1.00253674937477,2412.189678478,1477.15769123508
"1550","a_psu[1533]",0.392796399813,0.410199,0.994940709882258,0.9947497287,-1.293597,1.9846645,1.00313027918962,2898.8775647011,1425.76175400492
"1551","a_psu[1534]",0.3447107456455,0.3362935,0.979741154760056,0.9586899315,-1.284861,1.947235,1.00061479753954,2856.82710283604,1209.54796101191
"1552","a_psu[1535]",0.12420327885075,0.1213315,1.00519494957088,1.0573243443,-1.476458,1.7533365,1.00409990644273,2818.25606146849,1458.7197756832
"1553","a_psu[1536]",-0.032942276957,-0.04910905,1.04675171796819,1.0394011929,-1.735809,1.7359815,1.00405135896588,3265.91161241749,1240.46439847264
"1554","a_psu[1537]",0.1427704698475,0.1614865,1.00071593498353,0.9644565042,-1.4444165,1.735752,1.00041084924228,4383.73345306248,1531.67299133491
"1555","a_psu[1538]",-0.076596642933,-0.074021,0.993374343894009,1.0114111875,-1.711642,1.560361,0.999944010579598,5216.20392351254,1301.08610855065
"1556","a_psu[1539]",-0.109985693855,-0.12953,1.00538064059126,1.0387258686,-1.7433385,1.5454675,1.00170866036913,2803.49781343408,1409.37920781128
"1557","a_psu[1540]",-0.0475021486985,-0.054987,1.00887600158704,0.9989781039,-1.693797,1.6566245,1.00327766830066,5418.18409689883,1373.31839091384
"1558","a_psu[1541]",-0.03834501766,-0.04846675,1.03273105556212,1.03679663535,-1.681732,1.634985,1.00687157029869,4703.36406652171,1357.05693761539
"1559","a_psu[1542]",-0.0752452588818,-0.1013805,0.996901878589849,0.9733906518,-1.697637,1.5758995,0.999407298255315,3878.79062948901,1328.72467946497
"1560","a_psu[1543]",0.046967156424,0.0523605,0.972145889777693,0.9282588252,-1.5835845,1.625657,1.00185129853727,4178.24235566152,1303.18418123699
"1561","a_psu[1544]",-0.02745049934,-0.03399735,1.01983044319034,0.99954868251,-1.6870905,1.5863295,1.00008649171306,4636.62676881062,1302.58521634708
"1562","a_psu[1545]",-0.01310580068,-0.019653,0.934409419638874,0.937040265,-1.567524,1.549563,1.00447129036787,3214.77405867984,1295.34157416489
"1563","a_psu[1546]",-0.0379051774395,-0.0455414,1.03571796094638,1.03780977006,-1.8075085,1.7510825,1.00250220548302,4752.63919955876,1310.50834284023
"1564","a_psu[1547]",0.14888704375,0.106434,1.04885071931655,1.0524206448,-1.5476315,1.9373245,1.00508171692745,1749.65102972805,1149.52783353369
"1565","a_psu[1548]",0.049439863741,0.04646265,0.972719750258859,0.94832040471,-1.555677,1.6569905,0.99955444943737,2151.90022630615,1405.80983462513
"1566","a_psu[1549]",-0.0598707897625,-0.067001,0.99715058729203,0.9839363856,-1.7085875,1.570229,1.00277626062561,3691.66047643973,1370.22039703481
"1567","a_psu[1550]",-0.071938360435,-0.09068425,1.01189058136303,1.02343544415,-1.7228825,1.5997235,0.999154127314233,2978.51442021915,1427.83787185915
"1568","a_psu[1551]",0.0892833029225,0.07124375,0.967123480036549,0.9448202085,-1.5441735,1.674036,1.00483872381821,4531.80815278329,1398.68245935987
"1569","a_psu[1552]",-0.06153715216,-0.0535125,0.999180664591033,1.0266671415,-1.689334,1.540954,1.00609736764847,3360.92272834787,1375.86690265725
"1570","a_psu[1553]",0.0467635682545,0.0350438,1.00537636992787,1.0466548134,-1.6213005,1.692702,1.00072117562158,1864.99955329073,1296.48813838312
"1571","a_psu[1554]",0.0963738385825,0.05850935,0.993336039261791,0.9549812076,-1.48147,1.724065,1.00032135812642,3759.80388584864,1384.14111663062
"1572","a_psu[1555]",-0.142803016151,-0.147937,0.953206401722964,0.9981871368,-1.715961,1.386554,1.00536773190903,3102.93716438015,1509.86249486069
"1573","a_psu[1556]",-0.054486142008,-0.07475855,1.0116370288686,1.019591433,-1.6630735,1.568759,1.0017386100292,4719.57114203299,1262.59328985488
"1574","a_psu[1557]",0.04168031444475,0.02441345,0.979310382671565,0.97369755,-1.5373465,1.671405,0.999724145097219,3605.61070590416,1355.16132593057
"1575","a_psu[1558]",-0.037867826309,-0.01826735,1.0055109525109,0.97718336499,-1.717088,1.6390745,1.00496820055195,4744.93552416209,994.687884246895
"1576","a_psu[1559]",-0.01391402629425,0.0185864,1.04293096936521,1.07257748136,-1.751992,1.707766,1.0016329173737,4270.22645486999,1502.36891610239
"1577","a_psu[1560]",0.0402301559735,0.0478634,0.982963464122312,1.0082317518,-1.5749675,1.6516975,1.00393002478063,3036.22924227366,1330.14577934089
"1578","a_psu[1561]",0.05002064141,0.06408825,0.97396220297509,1.0118618979,-1.5455735,1.6289665,1.00484501598724,4630.17462558656,1627.19195417632
"1579","a_psu[1562]",-0.0040643782575,-0.01832475,0.998818864506006,0.98359798215,-1.674563,1.6181535,1.00180503174405,3438.5999473973,1490.57009945112
"1580","a_psu[1563]",0.00409359259,-0.0145623,0.988707797296851,0.96524480262,-1.6323985,1.627204,1.00325044056734,3152.94880696949,1276.17986570998
"1581","a_psu[1564]",0.0154317439155,0.00614775,1.00797927147123,0.98627926425,-1.656413,1.7151305,1.00165296810884,2369.65485017059,1183.64845604289
"1582","a_psu[1565]",0.033347718682,0.04473215,0.97523919650158,0.95039233821,-1.5833405,1.643674,1.00289784410965,4782.24440163969,1178.06837173701
"1583","a_psu[1566]",-0.114210486701,-0.139999,1.00250181393413,0.9605476293,-1.758068,1.5998955,1.00003081749848,3310.18063827817,1305.79222656188
"1584","a_psu[1567]",-0.063974887187,-0.0605448,0.990515201392134,1.0054674441,-1.659091,1.559586,1.00602382164946,3898.56110955977,1517.70092570149
